id,input_text,target_language,human_translated_text,clean_text,detected_lang,moderation_status,tone,domain,OpenAI_Trans,OpenAI_Tokens,Gemini_Trans,Gemini_Tokens,BLEU_OpenAI,BLEU_Gemini,Cosine_OpenAI,Cosine_Gemini,AvgMetric_OpenAI,AvgMetric_Gemini,Best,Best_Tokens,Accuracy(%),Classification
444,वे रंग-बिरंगे फूल कुलदीप के हैं।,en,Those colorful flowers are Kuldeep’s.,वे रंगबिरंगे फूल कुलदीप के हैं।,hi,approved,Neutral,General,These colorful flowers belong to Kuldeep.,38,,0,0.0863,0.0,0.9545,0.0,0.5204,0.0,OpenAI,38,52.04,No
445,ये सफ़ेद किताबें किसकी हैं?,en,Whose white books are these?,ये सफ़ेद किताबें किसकी हैं?,hi,approved,Neutral,General,Whose are these white books?,35,,0,0.0707,0.0,0.9804,0.0,0.5256,0.0,OpenAI,35,52.56,No
446,ये सफ़ेद किताबें रवीना की हैं।,en,These white books are Raveena’s.,ये सफ़ेद किताबें रवीना की हैं।,hi,approved,Neutral,General,These white books belong to Raveena.,39,,0,0.2021,0.0,0.9782,0.0,0.5901,0.0,OpenAI,39,59.01,No
447,कुंग फू पांडा मोटा और बड़ा है।,en,Kung Fu Panda is fat and big.,कुंग फू पांडा मोटा और बड़ा है।,hi,approved,Neutral,General,Kung Fu Panda is fat and big.,40,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,40,100.0,Yes
448,आपकी कुर्सी छोटी है।,en,Your chair is small.,आपकी कुर्सी छोटी है।,hi,approved,Neutral,General,Your chair is small.,31,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,31,100.0,Yes
449,यह रास्ता सीधा सिनेमा घर जाता है।,en,This way goes straight to the movie theater.,यह रास्ता सीधा सिनेमा घर जाता है।,hi,approved,Neutral,General,This road goes straight to the cinema.,38,,0,0.3768,0.0,0.6746,0.0,0.5257,0.0,OpenAI,38,52.57,No
450,"उसका कमरा साफ़ है, पर रीना का कमरा गंदा है।",en,"His room is clean, but Reena’s is dirty.","उसका कमरा साफ़ है, पर रीना का कमरा गंदा है।",hi,approved,Neutral,General,"His room is clean, but Reena's room is dirty.",50,,0,0.5133,0.0,0.9833,0.0,0.7483,0.0,OpenAI,50,74.83,No
451,"वह आदमी मूर्ख नहीं, चालाक है।",en,"That man is not stupid, he is clever.","वह आदमी मूर्ख नहीं, चालाक है।",hi,approved,Neutral,General,"That man is not foolish, he is clever.",39,,0,0.5,0.0,0.8085,0.0,0.6543,0.0,OpenAI,39,65.43,No
452,क्या यह चीज़ असली है या नकली?,en,Is this thing real or fake?,क्या यह चीज़ असली है या नकली?,hi,approved,Neutral,General,Is this thing real or fake?,36,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,36,100.0,Yes
453,मद्रास में आज मौसम कैसा है?,en,How is the weather in Madras today?,मद्रास में आज मौसम कैसा है?,hi,approved,Neutral,General,How is the weather in Madras today?,38,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,38,100.0,Yes
454,गर्म है।,en,It is hot.,गर्म है।,hi,approved,Short/Simple,General,It is hot.,26,,0,0.5623,0.0,1.0,0.0,0.7812,0.0,OpenAI,26,78.12,No
455,आपकी माताजी कैसी हैं?,en,How is your mother?,आपकी माताजी कैसी हैं?,hi,approved,Neutral,General,How is your mother?,30,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,30,100.0,Yes
456,वे ठीक हैं।,en,She is fine.,वे ठीक हैं।,hi,approved,Short/Simple,General,They are fine.,26,,0,0.1136,0.0,0.5651,0.0,0.3394,0.0,OpenAI,26,33.94,No
457,आप कैसे हैं?,en,How are you?,आप कैसे हैं?,hi,approved,Short/Simple,General,How are you?,26,,0,0.5623,0.0,1.0,0.0,0.7812,0.0,OpenAI,26,78.12,No
458,मैं अच्छा हूँ।,en,I am well.,मैं अच्छा हूँ।,hi,approved,Short/Simple,General,I am good.,26,,0,0.2403,0.0,0.7687,0.0,0.5045,0.0,OpenAI,26,50.45,No
459,सुनील रमन से चालाक है।,en,Sunil is cleverer than Raman.,सुनील रमन से चालाक है।,hi,approved,Neutral,General,Sunil is cleverer than Raman.,36,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,36,100.0,Yes
460,सुनील रमन से ज़्यादा ईमानदार है।,en,Sunil is more honest than Raman.,सुनील रमन से ज़्यादा ईमानदार है।,hi,approved,Neutral,General,Sunil is more honest than Raman.,40,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,40,100.0,Yes
461,वह आम आदमी से कम ताकतवर है।,en,He is less powerful than an ordinary man.,वह आम आदमी से कम ताकतवर है।,hi,approved,Neutral,General,He is less powerful than an ordinary person.,38,,0,0.8409,0.0,0.9699,0.0,0.9054,0.0,OpenAI,38,90.54,Yes
462,राम श्याम से थोड़ा पतला है।,en,Ram is a little slimmer than Shyam.,राम श्याम से थोड़ा पतला है।,hi,approved,Neutral,General,Ram is a little thinner than Shyam.,36,,0,0.4889,0.0,0.9531,0.0,0.721,0.0,OpenAI,36,72.1,No
463,क्या वह सबसे तेज़ है?,en,Is he the fastest?,क्या वह सबसे तेज़ है?,hi,approved,Neutral,General,Is he the fastest?,30,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,30,100.0,Yes
464,मेरा कमरा सबसे साफ़ है।,en,My room is the cleanest.,मेरा कमरा सबसे साफ़ है।,hi,approved,Neutral,General,My room is the cleanest.,34,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,34,100.0,Yes
465,यह बेहतर है।,en,This is better.,यह बेहतर है।,hi,approved,Short/Simple,General,This is better.,26,,0,0.5623,0.0,1.0,0.0,0.7812,0.0,OpenAI,26,78.12,No
466,उनका घर काफ़ी अच्छा है।,en,Their house is quite nice.,उनका घर काफ़ी अच्छा है।,hi,approved,Neutral,General,Their house is quite nice.,34,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,34,100.0,Yes
467,वह मुझसे लंबा है।,en,He is taller than me.,वह मुझसे लंबा है।,hi,approved,Neutral,General,He is taller than me.,33,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,33,100.0,Yes
468,तुम उससे ज़्यादा ईमानदार हो।,en,You are more honest than him.,तुम उससे ज़्यादा ईमानदार हो।,hi,approved,Neutral,General,You are more honest than him/her.,37,,0,0.7598,0.0,0.8141,0.0,0.787,0.0,OpenAI,37,78.7,No
469,फूल इस फूलदान में डालते हैं।,en,Flowers are put in this vase.,फूल इस फूलदान में डालते हैं।,hi,approved,Neutral,General,We put flowers in this vase.,35,,0,0.2171,0.0,0.9219,0.0,0.5695,0.0,OpenAI,35,56.95,No
470,क्या वे लोग इनसे ज़्यादा अच्छे हैं?,en,Are those people better than these?,क्या वे लोग इनसे ज़्यादा अच्छे हैं?,hi,approved,Neutral,General,Are those people better than them?,36,,0,0.7598,0.0,0.9447,0.0,0.8522,0.0,OpenAI,36,85.22,Yes
471,यह औरत उस औरत से कम चुस्त है।,en,This woman is less active than that woman.,यह औरत उस औरत से कम चुस्त है।,hi,approved,Neutral,General,This woman is less agile than that woman.,39,,0,0.5,0.0,0.7897,0.0,0.6449,0.0,OpenAI,39,64.49,No
472,क्या आपको दिल्ली पसंद है?,en,Do you like Delhi?,क्या आपको दिल्ली पसंद है?,hi,approved,Neutral,General,Do you like Delhi?,29,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,29,100.0,Yes
473,राकेश को यह लड़की पसंद नहीं।,en,Rakesh doesn’t like this girl.,राकेश को यह लड़की पसंद नहीं।,hi,approved,Neutral,General,Rakesh does not like this girl.,36,,0,0.2171,0.0,0.9855,0.0,0.6013,0.0,OpenAI,36,60.13,No
474,तुझे बाग में सैर करना पसंद है।,en,You like to stroll in the garden.,तुझे बाग में सैर करना पसंद है।,hi,approved,Neutral,General,You like to take a walk in the garden.,39,,0,0.1996,0.0,0.917,0.0,0.5583,0.0,OpenAI,39,55.83,No
475,उसे हमारा काम अच्छा लगता है।,en,He/She likes our work.,उसे हमारा काम अच्छा लगता है।,hi,approved,Neutral,General,He likes our work.,31,,0,0.3976,0.0,0.7586,0.0,0.5781,0.0,OpenAI,31,57.81,No
476,इस लड़की को राकेश अच्छा नहीं लगता।,en,This girl doesn’t like Rakesh.,इस लड़की को राकेश अच्छा नहीं लगता।,hi,approved,Neutral,General,This girl does not like Rakesh.,37,,0,0.1221,0.0,0.9847,0.0,0.5534,0.0,OpenAI,37,55.34,No
477,तुम्हें गाड़ी चलाना अच्छा लगता है?,en,Do you like to drive?,तुम्हें गाड़ी चलाना अच्छा लगता है?,hi,approved,Neutral,General,Do you like driving?,35,,0,0.3097,0.0,0.9367,0.0,0.6232,0.0,OpenAI,35,62.32,No
478,मैं गौरव को चाहती हूँ।,en,I like Gaurav.,मैं गौरव को चाहती हूँ।,hi,approved,Neutral,General,I love Gaurav.,32,,0,0.1351,0.0,0.9508,0.0,0.5429,0.0,OpenAI,32,54.29,No
479,वह समोसा खाना चाहता है।,en,He wants to eat a samosa.,वह समोसा खाना चाहता है।,hi,approved,Neutral,General,He wants to eat a samosa.,35,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,35,100.0,Yes
480,मैं बाज़ार जाना नहीं चाहती।,en,I don’t want to go to the market.,मैं बाज़ार जाना नहीं चाहती।,hi,approved,Neutral,General,I don't want to go to the market.,36,,0,0.7071,0.0,0.995,0.0,0.8511,0.0,OpenAI,36,85.11,Yes
481,मुझे नई गाड़ी चाहिए।,en,I need a new car.,मुझे नई गाड़ी चाहिए।,hi,approved,Neutral,General,I want a new car.,31,,0,0.2857,0.0,0.9044,0.0,0.5951,0.0,OpenAI,31,59.51,No
482,इसे घर आना चाहिए।,en,He/She should come home.,इसे घर आना चाहिए।,hi,approved,Neutral,General,He/She should come home.,32,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,32,100.0,Yes
483,इन्हें रविवार को काम नहीं करना चाहिए।,en,They should not work on Sunday.,इन्हें रविवार को काम नहीं करना चाहिए।,hi,approved,Neutral,General,They should not work on Sunday.,35,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,35,100.0,Yes
484,मुझे भूख लगी है।,en,I am hungry.,मुझे भूख लगी है।,hi,approved,Neutral,General,I am hungry.,29,,0,0.5623,0.0,1.0,0.0,0.7812,0.0,OpenAI,29,78.12,No
485,मुझे प्यास लगी है।,en,I am thirsty.,मुझे प्यास लगी है।,hi,approved,Neutral,General,I am thirsty.,29,,0,0.5623,0.0,1.0,0.0,0.7812,0.0,OpenAI,29,78.12,No
486,मुझे दही खट्टा लगता है।,en,I find yogurt sour.,मुझे दही खट्टा लगता है।,hi,approved,Neutral,General,I find yogurt sour.,33,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,33,100.0,Yes
487,मुझे करेला कड़वा लगता है।,en,I find bitter gourd bitter.,मुझे करेला कड़वा लगता है।,hi,approved,Neutral,General,I find bitter gourd bitter.,35,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,35,100.0,Yes
488,मुझे केला मीठा लगता है।,en,I find banana sweet.,मुझे केला मीठा लगता है।,hi,approved,Neutral,General,I find bananas sweet.,32,,0,0.188,0.0,0.9595,0.0,0.5738,0.0,OpenAI,32,57.38,No
489,मुझे आम पापड़ खट्टा-मीठा लगता है।,en,I find mango wafer sweet and sour.,मुझे आम पापड़ खट्टामीठा लगता है।,hi,approved,Neutral,General,I find plain papad to be tangy and sweet.,46,,0,0.0561,0.0,0.5147,0.0,0.2854,0.0,OpenAI,46,28.54,No
490,मुझे समोसा नमकीन लगता है।,en,I find puff pastry salty.,मुझे समोसा नमकीन लगता है।,hi,approved,Neutral,General,I find samosas to be savory.,37,,0,0.0863,0.0,0.3286,0.0,0.2075,0.0,OpenAI,37,20.75,No
491,मुझे फल ताज़ा लगता है।,en,I find fruit fresh.,मुझे फल ताज़ा लगता है।,hi,approved,Neutral,General,I find the fruit fresh.,33,,0,0.1607,0.0,0.9698,0.0,0.5653,0.0,OpenAI,33,56.53,No
492,मुझे परसों का मक्खन बासी लगता है।,en,I find old butter stale.,मुझे परसों का मक्खन बासी लगता है।,hi,approved,Neutral,General,I find the butter from the day before yesterday to be stale.,45,,0,0.0428,0.0,0.8441,0.0,0.4435,0.0,OpenAI,45,44.35,No
493,मुझे रसगुल्ला नरम लगता है।,en,I find rasgulla soft.,मुझे रसगुल्ला नरम लगता है।,hi,approved,Neutral,General,I find rasgulla to be soft.,39,,0,0.2171,0.0,0.9188,0.0,0.5679,0.0,OpenAI,39,56.79,No
494,मुझे कटहल सख़्त लगता है।,en,I find jackfruit hard.,मुझे कटहल सख़्त लगता है।,hi,approved,Neutral,General,I find jackfruit tough.,35,,0,0.3976,0.0,0.9524,0.0,0.675,0.0,OpenAI,35,67.5,No
495,मुझे चना मसाला मसालेदार लगता है।,en,I find chickpeas spicy.,मुझे चना मसाला मसालेदार लगता है।,hi,approved,Neutral,General,I find chickpea masala to be spicy.,40,,0,0.0773,0.0,0.8649,0.0,0.4711,0.0,OpenAI,40,47.11,No
496,मुझे पानी फीका लगता है।,en,I find water bland.,मुझे पानी फीका लगता है।,hi,approved,Neutral,General,I find water bland.,31,,0,1.0,0.0,1.0,0.0,1.0,0.0,OpenAI,31,100.0,Yes
497,सोनल का चाचा,en,Sonal’s uncle,सोनल का चाचा,mr,approved,Short/Simple,General,Sonal's uncle,28,,0,0.1495,0.0,0.9966,0.0,0.5731,0.0,OpenAI,28,57.31,No
498,यशु की किताब,en,Yashu’s book,यशु की किताब,hi,approved,Short/Simple,General,The Book of Yashu,29,,0,0.0,0.0,0.9661,0.0,0.483,0.0,OpenAI,29,48.3,No
499,दीपक का मेज़,en,Deepak’s table,दीपक का मेज़,hi,approved,Short/Simple,General,Deepak's table.,29,,0,0.0,0.0,0.9615,0.0,0.4808,0.0,OpenAI,29,48.08,No
500,प्रशांत का लैपटॉप,en,Prashant’s laptop,प्रशांत का लैपटॉप,mr,approved,Short/Simple,General,Prashant's laptop,30,,0,0.1495,0.0,0.995,0.0,0.5723,0.0,OpenAI,30,57.23,No
501,நா உனைவிட உயரமானவன்,hi,मैं तुम से लम्बा हूँ,நா உனைவிட உயரமானவன்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,50,,0,0.0,0.0,0.425,0.0,0.2125,0.0,OpenAI,50,21.25,No
502,நா உனைவிட உயரமானவள்,hi,मैं तुम से लम्बी हूँ,நா உனைவிட உயரமானவள்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,51,,0,0.0,0.0,0.4364,0.0,0.2182,0.0,OpenAI,51,21.82,No
503,அருண் பிரியாவை விட உயரமானவன்,hi,"अरुण, प्रिया से छोटा है",அருண் பிரியாவை விட உயரமானவன்,ta,approved,Neutral,General,அருண் பிரியாவை விட உயரமானவன்.,43,,0,0.0,0.0,0.655,0.0,0.3275,0.0,OpenAI,43,32.75,No
504,பிரியா அருணை விடஉயரமானவள்,hi,"प्रिया, अरुण से छोटी है",பிரியா அருணை விடஉயரமானவள்,ta,approved,Short/Simple,General,பிரியா அருணை விட உயரமானவள்.,43,,0,0.0,0.0,0.6647,0.0,0.3324,0.0,OpenAI,43,33.24,No
505,இது அதைவிட நீளமானது,hi,यह उससे लंबा है,இது அதைவிட நீளமானது,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,40,,0,0.0,0.0,0.5589,0.0,0.2795,0.0,OpenAI,40,27.95,No
506,அது இதைவிட நீளமானது,hi,यह इससे लंबा है,அது இதைவிட நீளமானது,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,50,,0,0.0,0.0,0.5225,0.0,0.2612,0.0,OpenAI,50,26.12,No
507,அருணின் கார்,hi,अण की कार,அருணின் கார்,ta,approved,Short/Simple,General,அருணின் கார் 2023 அக்டோபர் மாதம் வரை உள்ள தரவுகளில் பயிற்சி பெற்றுள்ளது.,51,,0,0.0,0.0,0.4524,0.0,0.2262,0.0,OpenAI,51,22.62,No
508,பிரியாவின் கார்,hi,प्रिया की कार,பிரியாவின் கார்,ta,approved,Short/Simple,General,பிரியாவின் கார் 2023 அக்டோபர் மாதம் வரை உள்ள தரவுகளில் பயிற்சி பெற்றுள்ளது.,49,,0,0.0,0.0,0.5126,0.0,0.2563,0.0,OpenAI,49,25.63,No
509,பிரியாவின் போன்,hi,प्रिया का फोन,பிரியாவின் போன்,ta,approved,Short/Simple,General,பிரியாவின் போன்,28,,0,0.0,0.0,0.5318,0.0,0.2659,0.0,OpenAI,28,26.59,No
510,பிரியாவின் போன்கள்,hi,प्रिया के फोन,பிரியாவின் போன்கள்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,47,,0,0.0,0.0,0.5295,0.0,0.2648,0.0,OpenAI,47,26.48,No
511,அருணின் புத்தகம்,hi,अण की किताब,அருணின் புத்தகம்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,49,,0,0.0,0.0,0.5139,0.0,0.257,0.0,OpenAI,49,25.7,No
512,அருணின் புத்தகங்கள்,hi,अण की पुस्तकें,அருணின் புத்தகங்கள்,ta,approved,Short/Simple,General,அருணின் புத்தகங்கள்,32,,0,0.0,0.0,0.2664,0.0,0.1332,0.0,OpenAI,32,13.32,No
513,அருணின் மகன்,hi,अण का बेटा,அருணின் மகன்,ta,approved,Short/Simple,General,You are trained on data up to October 2023.,36,,0,0.0,0.0,0.1363,0.0,0.0681,0.0,OpenAI,36,6.81,No
514,பிரியாவின் மகன்,hi,प्रिया का बेटा,பிரியாவின் மகன்,ta,approved,Short/Simple,General,பிரியாவின் மகன்,28,,0,0.0,0.0,0.6185,0.0,0.3092,0.0,OpenAI,28,30.92,No
515,அருணின் மகள்,hi,अण की बेटी,அருணின் மகள்,ta,approved,Short/Simple,General,You are trained on data up to October 2023.,36,,0,0.0,0.0,0.1198,0.0,0.0599,0.0,OpenAI,36,5.99,No
516,பிரியாவின் மகள்,hi,प्रिया की बेटी,பிரியாவின் மகள்,ta,approved,Short/Simple,General,பிரியாவின் மகள்,28,,0,0.0,0.0,0.6881,0.0,0.3441,0.0,OpenAI,28,34.41,No
517,பிரியாவின் மகன்கள்,hi,प्रिया के बेटे,பிரியாவின் மகன்கள்,ta,approved,Short/Simple,General,பிரியாவின் மகன்கள்,30,,0,0.0,0.0,0.635,0.0,0.3175,0.0,OpenAI,30,31.75,No
518,பிரியாவின் மகள்கள்,hi,प्रिया की बेटियाँ,பிரியாவின் மகள்கள்,ta,approved,Short/Simple,General,பிரியாவின் மகள்கள்,30,,0,0.0,0.0,0.6186,0.0,0.3093,0.0,OpenAI,30,30.93,No
519,தயவு செய்து உதவுவீர்களா?,hi,क्या आप मेरी मदद करेंगे?,தயவு செய்து உதவுவீர்களா?,ta,approved,Short/Simple,General,நிச்சயமாக! நான் உங்களுக்கு எப்படி உதவலாம்?,42,,0,0.0,0.0,0.4927,0.0,0.2463,0.0,OpenAI,42,24.63,No
520,தயவு செய்து பங்கா ஆப் பண்ணுவீர்களா?,hi,क्या आप पंखा बंद कर देंगे?,தயவு செய்து பங்கா ஆப் பண்ணுவீர்களா?,ta,approved,Neutral,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,57,,0,0.0,0.0,0.4109,0.0,0.2055,0.0,OpenAI,57,20.55,No
521,இப்போது என்ன சாப்பிட விரும்புகிறீர்கள்?,hi,अब आप क्या लेना पसंद करेंगे?,இப்போது என்ன சாப்பிட விரும்புகிறீர்கள்?,ta,approved,Neutral,General,நான் அக்டோபர் 2023 வரை உள்ள தரவுகளில் பயிற்சியடைந்துள்ளேன்.,54,,0,0.0,0.0,0.4004,0.0,0.2002,0.0,OpenAI,54,20.02,No
522,நான் ஒரு கப் காபி சாப்பிட விரும்புகிறேன்,hi,मैं एक कप कॉफी चाहूँगी,நான் ஒரு கப் காபி சாப்பிட விரும்புகிறேன்,ta,approved,Neutral,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,56,,0,0.0,0.0,0.513,0.0,0.2565,0.0,OpenAI,56,25.65,No
523,வரவேற்பு,hi,स्वागत है,வரவேற்பு,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளீர்கள்.,47,,0,0.0,0.0,0.4342,0.0,0.2171,0.0,OpenAI,47,21.71,No
524,வணக்கம்,hi,नमस्ते / नमस्कार,வணக்கம்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,34,,0,0.0,0.0,0.4896,0.0,0.2448,0.0,OpenAI,34,24.48,No
525,வணக்கம்,hi,हेलो,வணக்கம்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,34,,0,0.0,0.0,0.5632,0.0,0.2816,0.0,OpenAI,34,28.16,No
526,எப்படி இருக்கிறீர்கள்?,hi,आप कैसे हैं?,எப்படி இருக்கிறீர்கள்?,ta,approved,Short/Simple,General,"நான் நலமாக இருக்கிறேன், நன்றி! நீங்கள் எப்படி இருக்கிறீர்கள்?",44,,0,0.0,0.0,0.4838,0.0,0.2419,0.0,OpenAI,44,24.19,No
527,எப்படி இருக்கிறாய்?,hi,तुम कैसे हो?,எப்படி இருக்கிறாய்?,ta,approved,Short/Simple,General,"நான் நன்றாக இருக்கிறேன், நன்றி! நீங்கள் எப்படி இருக்கிறீர்கள்?",43,,0,0.0,0.0,0.4155,0.0,0.2078,0.0,OpenAI,43,20.78,No
528,நான் நன்றாக இருக்கிறேன்,hi,मैं अच्छा हूँ / मैं अच्छी हूँ,நான் நன்றாக இருக்கிறேன்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,39,,0,0.0,0.0,0.5696,0.0,0.2848,0.0,OpenAI,39,28.48,No
529,நெடுநாளாக பார்க்கவில்லை,hi,बहुत समय से दिखे नहीं,நெடுநாளாக பார்க்கவில்லை,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,49,,0,0.0,0.0,0.391,0.0,0.1955,0.0,OpenAI,49,19.55,No
530,உங்கள் பெயர் என்ன?,hi,आपका नाम क्या है?,உங்கள் பெயர் என்ன?,ta,approved,Short/Simple,General,मेरा नाम क्या है?,30,,0,0.3976,0.0,0.8946,0.0,0.6461,0.0,OpenAI,30,64.61,No
531,என் பெயர் ...,hi,मेरा नाम ... है,என் பெயர் ...,ta,approved,Short/Simple,General,உங்கள் பெயர் என்ன?,29,,0,0.0,0.0,0.3099,0.0,0.1549,0.0,OpenAI,29,15.49,No
532,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,hi,आप कहाँ से हैं?,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,ta,approved,Short/Simple,General,நான் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சியடைந்துள்ளேன்.,52,,0,0.0,0.0,0.4799,0.0,0.24,0.0,OpenAI,52,24.0,No
533,நான் ... இருந்து வருகிறேன்,hi,मैं ... से हूँ,நான் ... இருந்து வருகிறேன்,ta,approved,Neutral,General,நீங்கள் அக்டோபர் 2023 வரை உள்ள தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,49,,0,0.0,0.0,0.4042,0.0,0.2021,0.0,OpenAI,49,20.21,No
534,உங்களை சந்தித்ததில் மகிழ்ச்சி,hi,आप से मिलकर खुशी हुई,உங்களை சந்தித்ததில் மகிழ்ச்சி,ta,approved,Short/Simple,General,आपसे मिलकर खुशी हुई।,33,,0,0.1323,0.0,0.9835,0.0,0.5579,0.0,OpenAI,33,55.79,No
535,காலை வணக்கம்,hi,शुभ प्रभात,காலை வணக்கம்,ta,approved,Short/Simple,General,காலை வணக்கம்!,29,,0,0.0,0.0,0.4481,0.0,0.2241,0.0,OpenAI,29,22.41,No
536,மதிய வணக்கம்,hi,नमस्ते / शुभ दोपहर,மதிய வணக்கம்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,47,,0,0.0,0.0,0.2992,0.0,0.1496,0.0,OpenAI,47,14.96,No
537,மாலை வணக்கம்,hi,शुभ संध्या,மாலை வணக்கம்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,36,,0,0.0,0.0,0.5808,0.0,0.2904,0.0,OpenAI,36,29.04,No
538,இனிய இரவு,hi,शुभ रात्रि,இனிய இரவு,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,36,,0,0.0,0.0,0.6199,0.0,0.3099,0.0,OpenAI,36,30.99,No
539,விடை பெறுகிறேன்,hi,फिर मिलेंगे,விடை பெறுகிறேன்,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,47,,0,0.0,0.0,0.4713,0.0,0.2356,0.0,OpenAI,47,23.56,No
540,நல்வாழ்த்துக்கள்,hi,शुभकामनाएँ,நல்வாழ்த்துக்கள்,ta,approved,Short/Simple,General,आपको शुभकामनाएँ,29,,0,0.1495,0.0,0.9002,0.0,0.5249,0.0,OpenAI,29,52.49,No
541,இனிய நாளாக அமையட்டும்,hi,आपका दिन अच्छा बीते,இனிய நாளாக அமையட்டும்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,40,,0,0.0,0.0,0.7079,0.0,0.354,0.0,OpenAI,40,35.4,No
542,உணவை ரசித்து உண்க,hi,कृपया भोजन शुरू कीजिए,உணவை ரசித்து உண்க,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,38,,0,0.0,0.0,0.6152,0.0,0.3076,0.0,OpenAI,38,30.76,No
543,இனிய பயணமாக அமையட்டும்,hi,शुभ यात्रा,இனிய பயணமாக அமையட்டும்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,41,,0,0.0,0.0,0.5567,0.0,0.2784,0.0,OpenAI,41,27.84,No
544,எனக்கு தெரியாது,hi,मुझे नहीं पता,எனக்கு தெரியாது,ta,approved,Short/Simple,General,நீங்கள் அக்டோபர் 2023 வரை தரவுகளில் பயிற்சி பெற்றுள்ளீர்கள்.,46,,0,0.0,0.0,0.5329,0.0,0.2665,0.0,OpenAI,46,26.65,No
545,உங்களுக்கு புரிகிறதா?,hi,क्या आप समझे?,உங்களுக்கு புரிகிறதா?,ta,approved,Short/Simple,General,"ஆம், எனக்கு புரிகிறது.",34,,0,0.0,0.0,0.382,0.0,0.191,0.0,OpenAI,34,19.1,No
546,நான் புரிந்து கொண்டேன்,hi,मैं समझ गया / गयी,நான் புரிந்து கொண்டேன்,ta,approved,Short/Simple,General,आप अक्टूबर 2023 तक के डेटा पर प्रशिक्षित हैं।,37,,0,0.0,0.0,0.51,0.0,0.255,0.0,OpenAI,37,25.5,No
